id;name;slug;logo_url;owner_id;created_at;updated_at
1fb4c359-a01b-4e22-ad42-b15a0407031a;GodinBerto;godinberto;;28f699d1-2777-409e-8945-db30d953c1be;2026-06-03 00:31:10.644845+00;2026-06-03 00:31:10.644845+00
